row_type,evaluation_stage,application,detector,run_id,scenario_name,communication_group,disruption_group,disruption_step,detection_step,detection_delay,visible_collapse_step,severe_service_loss_threshold,severe_service_loss_persistence,detection_lead_before_collapse,detected_strictly_before_collapse,false_activations_before_disruption_or_during_nominal,pre_disruption_or_nominal_timepoints,n_episodes,n_disrupted_episodes,detection_rate,false_activation_rate
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2102-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,13.0,7.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2103-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,11.0,5.0,12.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2104-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,12.0,6.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2105-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,11.0,5.0,11.0,0.9,3,0.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2106-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,13.0,7.0,9.0,0.9,3,-4.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2107-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,,,8.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n08-s2108-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,19.0,13.0,15.0,0.9,3,-4.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,13.0,7.0,11.0,0.9,3,-2.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2101-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,16.0,10.0,10.0,0.9,3,-6.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,14.0,8.0,16.0,0.9,3,2.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,14.0,8.0,16.0,0.9,3,2.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,14.0,8.0,16.0,0.9,3,2.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,6,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,11.0,5.0,12.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2102-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,13.0,7.0,13.0,0.9,3,0.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,,,14.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2103-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,,,19.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,,,17.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2104-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,,,17.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,,,13.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2105-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,,,14.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,19.0,13.0,10.0,0.9,3,-9.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2106-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,,,8.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,9.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,9.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,9.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,9.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,9.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,18.0,12.0,10.0,0.9,3,-8.0,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2107-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,,,11.0,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,15.0,9.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,5,20,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,10.0,4.0,13.0,0.9,3,3.0,True,0,6,,,,
episode,original_main_oof,commercial,Page_Hinkley,main-commercial-scripted_independent-n11-s2108-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,13.0,7.0,14.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2101-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,7.0,1.0,8.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2102-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,17.0,11.0,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2103-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,11.0,5.0,12.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2104-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2105-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,10.0,4.0,11.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2106-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,8.0,2.0,9.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2107-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,6.0,0.0,8.0,0.9,3,2.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n08-s2108-private_mixed_compound_partition_small,private_mixed_compound_partition_small,partition,compound,6.0,14.0,8.0,15.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-factor_private_aligned,factor_private_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-factor_private_mixed,factor_private_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-factor_shared_aligned,factor_shared_aligned,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-factor_shared_mixed,factor_shared_mixed,connected,isolated,6.0,,,,0.9,3,,False,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-nominal_control,nominal_control,connected,nominal,,,,,0.9,3,,False,0,20,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-private_mixed_compound_partition_large,private_mixed_compound_partition_large,partition,compound,6.0,10.0,4.0,11.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2101-private_mixed_correlated,private_mixed_correlated,degraded,correlated,6.0,9.0,3.0,10.0,0.9,3,1.0,True,0,6,,,,
episode,original_main_oof,commercial,backlog_threshold,main-commercial-scripted_independent-n11-s2102-factor_moderate_center,factor_moderate_center,connected,isolated,6.0,13.0,7.0,16.0,0.9,3,3.0,True,0,6,,,,
